"stt","mamh","tenmh","tenmh_en","sotc","lt","th","loaimonhoc","semester","is_open","management_unit","description","mamh_old","equivalent_mh","prerequisite_mh","previous_mh"
"170","CE341","Lập trình nhúng trên thiết bị di động","Embedded Programming on Mobile Devices","4","3","1","CN","","True","KTMT","Sinh viên được cung cấp các kiến thức liên quan đến lập trình nhúng trên các thiết bị di động nhằm giải quyết các vấn đề liên quan đến công suất tiêu thụ, tối ưu bộ nhớ xử lý, tiết kiệm bộ nhớ lưu trữ, thiết lập kết nối truyền thông và bảo mật thông tin. Môn học này cung cấp cho sinh viên kỹ năng phân tích, thiết kế và hiện thực được các ứng dụng trên các thiết bị di động nhỏ gọn mà áp dụng kỹ thuật lập trình nhúng. Các nội dung bao gồm
▪ Giới thiệu về tính toán di động khắp mọi nơi, tính toán cảm ngữ cảnh.
▪ Các phương pháp lập trình nhúng nâng cao: đa luồng, đa hành vi, kết nối cơ sở dữ liệu nhúng
▪ Phân tích và Đánh giá được các giải thuật nhúng trên các thiết bị di động liên quan đến các yêu cầu thực tiễn của ứng dụng về: công suất tiêu thụ, tối ưu bộ nhớ xử lý, tiết kiệm bộ nhớ lưu trữ, thiết lập kết nối truyền thông và bảo mật thông tin
▪ Thực hành thiết kế một ứng dụng nhúng trên một thiết bị di động sử dụng các lõi phần cứng như: ARM, DSP, Tiny SoC...","","","",""
"171","CE342","Hệ thống thông minh","Smart Systems","4","3","1","CN","","True","KTMT","","","","","CE224"
"172","CE343","Trí tuệ nhân tạo cho xe tự hành","Artificial Intelligence for Autonomous Vehicles","4","3","1","CN","","True","KTMT","","","","",""
"173","CE344","Trí tuệ nhân tạo cho IoT","Artificial Intelligence for IoT","4","3","1","CN","","True","KTMT","","","","",""
"174","CE345","Kiến trúc IoT: giao thức mạng và bảo mật","IoT Architecture: Network Protocols and Security","4","3","1","CN","","True","KTMT","","","","",""
"175","CE346","Thiết kế Ăng-ten tích hợp cho thiết bị IoT","Antenna Design for IoT Devices","4","3","1","CN","","True","KTMT","","","","",""
"176","CE347","Điều khiển thông minh cho robot","Intelligent Control in Robotics","4","3","1","CN","","True","KTMT","","","","","MA003"
"177","CE348","Công nghệ cảm biến trong IoT","Sensor Technologies for IoT","4","3","1","CN","","True","KTMT","","","","",""
"178","CE349","Hệ thống nhúng trên SoC","Embedded Systems Design on SoC","4","3","1","CN","","True","KTMT","","","","","CE103"
"179","CE350","Xử lý ảnh hướng ASIC","Image Processing with ASIC","4","3","1","CN","","True","KTMT","","","","","CE436"
"180","CE351","Thiết kế bộ tăng tốc phần cứng","Hardware Accelerator Design","4","3","1","CN","","True","KTMT","","","","","CE433"
"181","CE352","Xử lý tín hiệu số trên FPGA","Digital Signal Processing on FPGA","4","3","1","CN","","True","KTMT","","","","","CE213
CE436"
"182","CE353","Thiết kế vật lý vi mạch","Physical Design","4","3","1","CN","","True","KTMT","","","","","CE226"
"183","CE401","Kỹ thuật hệ thống máy tính","Computer system engineering","3","3","0","CĐTN","","True","KTMT","","","","","IT006
IT007"
"184","CE402","Các hệ điều hành nhúng","Embedded operating systems","4","3","1","CĐTN","","True","KTMT","","","","","IT007
IT006
CE107"
"185","CE403","Thiết kế số","Digital design","4","3","1","CĐTN","","True","KTMT","","","","","PH002
IT006
CE221"
"186","CE404","Kỹ thuật chế tạo vi mạch","Integrated Circuit Fabrication","3","3","0","CĐTN","","True","KTMT","","","CE321","",""
"187","CE405","Tương tác người-máy","Human-Computer Interaction","3","3","0","CĐTN","","True","KTMT","","","","",""
"188","CE406","Tương tác người-máy","Human-Computer Interaction","4","3","1","CNTC","","True","KTMT","▪ Cung cấp các định nghĩa về HCI, các đối tượng tham gia giao tiếp và các vấn đề liên quan.
▪ Giới thiệu các kỹ thuật giao tiếp truyền thống: giao tiếp dòng lệnh, menu, văn bản, các kỹ thuật hiện đại, giao tiếp đồ họa GUI, giao tiếp trực tiếp WIMP.
▪ Trình bày các chuẩn và các mô hình dùng trong thiết kế và các phương pháp thiết kế.
▪ Giới thiệu các kỹ thuật đánh giá giao tiếp người dùng sử dụng trong quá trình thiết kế cũng như đánh giá sản phẩm","","","","CE103"
"189","CE407","Đồ án chuyên ngành hệ thống nhúng và robot","Major Project on Embedded Systems and Robot Design","2","0","2","CĐTN","","True","KTMT","Môn học này dành cho sinh viên học chuyên đề tốt nghiệp. Đồ án này cung cấp các kỹ năng về thiết kế hệ thống nhúng và robot. Sinh viên hoàn thành môn học này nắm bắt được:
\- Kiến thức tổng hợp hoặc của chuyên ngành hệ thống nhúng và robot.
\- Kỹ năng tìm hiểu, nghiên cứu và giải quyết bài toán của ngành hệ thống nhúng, ngành
Kỹ thuật máy tính và các kỹ năng về thuyết trình, giao tiếp và làm việc nhóm.
\- Thái độ làm việc tích cực trong ngành hệ thống nhúng.","","CE412","","IT006"
"190","CE408","Đồ án chuyên ngành thiết kế vi mạch và phần cứng","Major Project on Integrated Circuit and Computer Hardware Design","2","0","2","CĐTN","","True","KTMT","Môn học này dành cho sinh viên học chuyên đề tốt nghiệp. Đồ án này cung cấp các kỹ năng về thiết kế vi mạch và phần cứng máy tính, ngành Kỹ thuật máy tính. Sinh viên hoàn thành môn học này nắm bắt được
▪ Kiến thức tổng hợp hoặc của chuyên ngành thiết kế vi mạch và phần cứng, ngành kỹ thuật máy tính.
▪ Kỹ năng tìm hiểu, nghiên cứu và giải quyết bài toán của ngành thiết kế vi mạch, ngành KTMT và các kỹ năng về thuyết trình, giao tiếp và làm việc nhóm.
▪ Thái độ làm việc tích cực trong ngành KTMT","","","","CE201
CE206
CE213"
"191","CE409","Kỹ thuật thiết kế kiểm tra","Design Verification","4","3","1","CN","","True","KTMT","Môn học này cung cấp cho sinh viên các kiến thức liên quan đến quy trình thiết kế và phát triển vi mạch số từ ý tưởng đến thiết kế, hiện thực và kiểm thử trên FPGA, trên SoC theo hướng ASIC. Sinh viên hiểu và nắm được các kiến thức và kỹ năng sau
▪ Kiến thức về các module ngoại vi, bộ xử lý…
▪ Kiến thức về thiết kế mạch kiểm tra tích hợp bằng ngôn ngữ phần cứng hoặc ngôn ngữ cấp cao (C/C++) để kiểm tra hoạt động của vi mạch ngoại vi, vi mạch xử lý…
▪ Có kỹ năng phân tích, đánh giá và kiểm tra mẫu thiết kế trên chip FPGA
▪ Có kỹ năng phân tích và đánh giá các chức năng của các vi mạch thiết kế dựa trên kết quả mô phỏng","","","","CE118
CE213"
"192","CE410","Kỹ thuật hệ thống máy tính","Computer System Engineering","4","3","1","CĐTN","","True","KTMT","Môn học này trình những kiến thức cơ bản về kỹ thuật hệ thống máy tính:
\- Các thành phần cơ bản của hệ thống máy tính
\- Phân tích, thiết kế một hệ thống máy tính hoàn chỉnh
\- Xây dựng quy trình kiểm thử, bảo trì, và quản lý dự ánh cho một hệ thống máy tính
\- Hiện thực một hệ thống máy tính hoàn chỉnh","","","","CE118
CE224"
"193","CE411","Chuyên đề hệ thống nhúng và robot","Special Topics on Embedded Systems and Robotics","4","3","1","CĐTN","","True","KTMT","Mục tiêu chính là cung cấp cho sinh viên khả năng phân tích thiết kế một hệ thống
nhúng hay một robot cụ thể nào đó. Từ các lý thuyết liên quan đến các board nhúng, các robot cần sử dụng. Các qui trình và cách hiện thực để làm ra các sản phẩm nhúng thực tế gồm cả phần cứng lẫn phần mềm hoặc nhúng các phần mềm cần thiết vào một board mạch, một robot hay một hệ thống có sẵn","","","","CE107"
"194","CE412","Đồ án chuyên ngành hệ thống nhúng và IoT","Major Project on Embedded System and IoT Design","2","0","2","CN","","True","KTMT","","","","","CE224"
"195","CE413","Đồ án chuyên ngành Robotics và AI","Major Project on Robotics and AI","2","0","2","CN","","True","KTMT","","","","","CE103
CE224"
"196","CE421","Chuyên đề thiết kế vi mạch và phần cứng","Special Topics on Integrated Circuit and Computer Hardware Designs","4","3","1","CĐTN","","True","KTMT","Môn học này trình bày:
\- Giới thiệu toàn bộ các giai đoạn để thiết kế một lõi IP hay một chip xử lý theo hướng
FPGA hoặc ASIC.
\- Đưa ra một ví dụ thiết kế cụ thể, trình bày cách tiến hành từng giai đoạn thiết kế.
\- Dùng phần mềm chuyên dụng để thực hiện thiết kế trên trong từng giai đoạn ở trên giúp sinh viên có cái nhìn thực tế qui trình thiết kế trong một công ty.","","","","CE118
CE221
CE222"
"197","CE430","Lập trình hệ thống","System programming","4","3","1","CNTC","","True","KTMT","▪ Môn học này trình bày các khái niệm cơ bản ngôn ngữ Java như các kiểu dữ liệu, các cấu trúc lặp điều khiển, các khái niệm về hướng đối tượng như đối tượng, thể hiện, lớp, thừa kế, giao diện, đa hình. Các khái niệm về lập trình giao diện như applet, swing GUI. Các khái niệm về lập trình hệ thống như mô hình client-server, socket, TCP, UDP.
▪ Tìm hiểu và thực hành lập trình cơ bản, lập trình hướng đối tượng, lập trình giao diện, lập trình hệ thống qua các bài toán cụ thể.","","","",""
"198","CE432","Thiết kế vi mạch hướng ASIC","ASIC Design","4","3","1","CNTC","","True","KTMT","Môn học bao gồm các nội dung sau:
\- Trình bày tổng quan về luồng thiết kế vi mạch hướng ASIC đang được sử dụng trong ngành
công nghiệp vi mạch thế giới hiện nay.
\- Cung cấp các kiến thức nền tảng thực hiện các khâu chính trong luồng thiết kế.
\- Phân tích quy trình thực hiện Front-End thiết kế.
\- Phân tích quy trình thực hiện Back-End thiết kế.","","","","CE118
CE213"
"199","CE433","Thiết kế hệ thống SoC","SoC Design","4","3","1","CNTC","","True","KTMT","Môn học này giới thiệu về phương pháp thiết kế SoC. Cung cấp cho sinh viên quy trình thiết kế SoC và những kiến thức cơ bản về các vi mạch SoC","","","","CE118
IT006"
"200","CE434","Chuyên đề thiết kế hệ vi mạch 1","Special Topics on Integrated Circuit Design 1","4","3","1","CNTC","","True","KTMT","Mục tiêu môn học này nhằm kết hợp với Doanh nghiệp trong đào tạo công nghệ mới đáp ứng yêu cầu thị trường lao động. Do đó, nội dung chi tiết môn học sẽ được ban hành cụ thể tùy theo từng học kỳ đào tạo và có định dạng giống theo đề cương môn học này.
Tuy nhiên nội dung chính dự kiến bao gồm:
\- Giới thiệu toàn bộ các giai đoạn để thiết kế một lõi IP hay một chip xử lý theo
hướng FPGA hoặc ASIC.
\- Đưa ra một ví dụ thiết kế cụ thể, trình bày cách tiến hành từng giai đoạn thiết kế
\- Dùng các phần mềm chuyên dụng để hiện thực thiết kế trên trong từng giai đoạn ở trên giúp sinh viên có cái nhìn thực tế qui trình thiết kế trong một công ty.","","","","CE213"
"201","CE435","Chuyên đề thiết kế hệ vi mạch 2","Special Topics on Integrated Circuit Design 2","4","3","1","CNTC","","True","KTMT","Mục tiêu môn học này nhằm kết hợp với Doanh nghiệp trong đào tạo công nghệ mới đáp ứng yêu cầu thị trường lao động. Do đó, nội dung chi tiết môn học sẽ được ban hành cụ thể tùy theo từng học kỳ đào tạo và có định dạng giống theo đề cương môn học này.
Tuy nhiên nội dung chính dự kiến bao gồm:
\- Giới thiệu và cập nhật các công nghệ vi mạch có tính thời đại.
\- Giới thiệu công nghệ thiết kế, hiện thực và kiểm tra một lõi IP hoặc một IC theo
định hướng VLSI
\- Sinh viên cần hiện thực một lõi IP, hoặc một IC ứng dụng công nghệ mới nhằm
nắm bắt qui trình thiết kế, hiện thực và kiểm tra vi mạch thiết kế như tại doanh
nghiệp.","","","","CE213"
